deathRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,AvgHouseholdSize,PercentMarried,PctHS25_Over,PctUnemployed16_Over,PctPrivateCoverage,BirthRate,region
182.8,55952,198664,12.4,5.033624612,36.8,2.5,51.6,26.2,6.9,69.8,5.717229536,South
211.1,36923,52419,22,19.07705221,42.2,2.56,55.3,39.8,10.1,63.3,4.011185878,South
203.3,37065,39469,25.9,0,39.9,2.77,45.8,37,11.8,43.9,4.691483937,South
161.7,47069,1288126,18.2,271.7125499,34.4,2.75,42.8,26.1,9.1,60.3,4.907650931,South
155.6,42945,323993,19.3,33.9513508,35.7,3.23,46.4,34.3,9.8,51.9,5.718663568,South
144.3,52225,1422789,14.9,151.1116546,44.1,2.54,46.9,25.5,9.5,60.5,5.134424767,South
176.4,45219,497909,14.7,62.26037288,44.4,2.53,51.1,33.7,9.4,61,4.73813501,South
165,45162,949827,15.2,184.2440781,47.1,2.27,44.2,29.5,8.4,61.3,4.507693163,South
168.1,42768,650092,18.1,66.14448417,40.3,2.77,48.3,36.2,10.6,55.7,5.501541209,South
211.6,32054,72023,28.5,97.19117504,44.1,2.57,44.9,38.8,12.6,45.1,4.330954196,South
149.9,66560,226640,8.2,30.88598659,42.7,2.62,55.4,21.2,6.7,75.5,3.253269113,South
162.4,42722,298563,17.3,110.529436,43.9,2.64,49.1,33.4,12.4,53.6,5.736951023,South
186.7,44852,660367,19.5,284.6901799,37.4,2.47,43.9,26.5,9.1,66.7,5.582491665,South
190.7,58587,167040,11.2,0,39.5,2.65,54.8,28,7.9,70.5,5.465692312,South
146.4,52109,405549,10.8,199.7292559,54,2.21,53.5,30.2,8.2,66.2,3.94772339,South
160.8,56443,449144,11.8,22.26457439,39.1,2.85,46.6,24.1,9.4,67.8,4.236255854,South
142.9,51907,118891,10.9,84.11065598,65.3,2.05,62.6,30.6,9,66.6,6.766413577,South
198.7,38177,43760,23.7,0,41.6,2.69,47.7,40.8,11.1,48.9,3.38904364,South
198.5,36374,22493,23.4,0,41.2,2.44,43.5,39.2,9,60.6,8.854568855,South
362.8,40207,15234,24.3,0,40.3,2.58,36.4,37.4,11.7,59.6,3.739774055,South
178.3,40881,517887,17.7,96.54615775,46.3,2.46,46.4,33.8,9.1,59.7,4.314909294,South
209.3,51642,31535,15.1,0,40,2.57,46,39.4,9.3,67.5,2.534634761,South
169.8,68421,133378,7.7,0,35.7,2.88,55.1,29.3,4.5,76.5,5.36432284,South
206.1,44402,48689,16.5,20.53851999,38.6,2.67,49.9,39.6,6.1,60.1,5.886681383,South
207.3,38027,48447,20.6,0,34.8,2.81,46,31.1,7.9,50.9,5.833404093,South
225.5,29652,14997,26.8,0,41.8,2.52,46.5,40.1,8.9,40.9,6.960408685,South
258.7,41800,2216,18,0,44.6,2.28,60.9,36.3,2.2,59,2.195121951,South
169.2,58205,274458,12.6,29.14835785,33.2,2.59,49.1,26.6,4.9,74.8,4.927709813,South
195.8,36566,5651,20.9,0,42.3,2.51,52.6,42.8,9.1,48.2,4.588744589,South
186.9,46071,124648,18.6,216.6099737,31.8,2.69,45.7,33.2,8.6,66.1,6.253896381,South
192.4,41469,5996,17.8,0,41.5,2.48,58.9,40.7,9.2,58.2,5.31996916,South
205.3,36953,14818,19.2,0,42.3,2.52,49,40.3,6.4,58,6.007301693,South
210.2,46614,70892,15.8,28.211928,40.6,2.67,54.5,40,5.7,60.5,5.479185579,South
205.2,45574,29744,15.9,0,30.7,2.63,50,35.1,3.7,67.4,5.712260808,South
182.4,36424,41459,18.8,0,45.8,2.47,55,37.2,9.2,52.4,4.550418639,South
202.1,50348,4995,12.4,0,41.5,2.57,59.1,42.3,2.7,63.8,2.164502165,South
186.6,52032,4231,12,0,44.3,2.38,59.3,37.4,5,69.5,5.277044855,South
184.6,49136,63569,14.5,251.6950086,36.2,2.52,55.7,35.6,5.6,65.4,7.18973747,South
227.9,40774,27755,19.2,0,39.5,2.57,53,43.5,4.4,61.9,6.713239053,South
193.7,51199,54648,12.1,18.29893134,38.5,2.7,56.4,37.7,4.3,64.5,4.518903132,South
174.4,49774,4523,12.3,0,44.2,2.26,60.7,36,3.6,74.8,5.275498242,South
174.7,34872,6070,25.2,0,41.3,2.3,45,37,4.4,61.4,9.857723577,South
223.9,33750,2788,24.8,0,41.1,2.35,57.6,26.6,8.7,56.8,4.99194847,South
159.7,49204,3754,10.6,0,39,2.57,57.2,38.6,1.6,66,4.274611399,South
200,35313,12845,24.5,0,40,2.6,54.6,38.7,8.7,46,5.772811918,South
226.9,34837,13735,23.4,0,40.2,2.7,45.5,38,7.1,50.7,4.598628479,South
209.2,41370,25574,17.2,0,34.1,2.48,51.9,27.2,7.6,62.1,6.363038474,South
231.3,32645,6276,23,0,42.4,2.5,52.4,44.8,6.5,48.6,6.331168831,South
215,35977,10980,20.1,0,40.6,2.58,49,35.5,6.7,46.8,5.684647303,South
203.1,41514,45366,18.2,0,38.8,2.46,49.3,34,7.8,58.6,6.042169307,South
174.7,59525,15584,10,0,38.6,2.64,60.6,36.1,3.6,70.5,5.947846469,South
226.1,36699,9144,19.1,0,43,2.31,54.1,34.7,5.5,57.1,3.922594142,South
191.7,35522,10483,20.7,0,39.3,2.5,54.8,34.4,7.8,54.2,7.799915218,South
214.4,36627,49605,24,0,39.7,2.67,52.6,39.8,9.4,49.4,5.913091309,South
198.3,46083,35042,14.9,0,40.7,2.58,56.8,39.5,7.1,60.2,5.677852349,South
160.2,55602,45996,13.8,21.74102096,38.5,2.83,55.1,34.4,6,64.8,4.945382324,South
200.2,52662,9870,12.5,0,39.1,2.98,54.4,42.5,4,61.2,4.884922499,South
175,58392,38066,10.2,0,38.3,2.74,60.9,34.7,3.9,71.2,5.778802962,South
202.4,34964,33048,20.9,0,39.1,2.53,51.9,41.6,8.3,43,4.988383217,South
202.4,33450,19990,22.4,0,47.4,2.38,56.2,38,10.8,50.6,5.188559858,South
182.3,54107,7771,11.8,0,41.6,2.49,62.2,41.2,5.4,69.1,5.897114178,South
196.9,38517,16232,18,0,43.1,2.64,54.7,35.1,7.6,51.7,8.040842374,South
202.5,41806,40887,17.6,0,39.3,2.56,55.4,37.5,7,55.1,5.739464467,South
203.3,43783,13936,15.1,0,41.3,2.5,53.2,39.2,3.6,59.2,3.244147157,South
211.7,41015,69699,22.2,0,37.8,2.53,48.9,35.8,8.2,52.4,6.694613026,South
181.6,46874,11554,13.4,0,40.7,2.41,64,35.4,5.9,70.3,8.309915697,South
189.7,39706,10539,16.1,94.88566278,41.4,2.56,53.7,42.1,8.4,58.2,3.337783712,South
237.1,34172,12181,25,0,39.6,2.72,47,37.3,9.6,46.3,7.418397626,South
186.1,48226,776864,17.9,390.0296577,34.2,2.53,46.7,25.3,6,61.5,6.473896102,South
214.1,38183,39187,21.5,0,39.2,2.53,46.1,37,10.4,55.4,6.833686191,South
173.6,48014,47887,16.6,0,41.9,2.55,54.2,41.9,7.1,62.9,4.078719282,South
229.7,35580,31981,22.1,0,38.5,2.58,50.9,36.4,9.4,52.4,5.394016013,South
213.8,43476,16436,15.4,0,41.4,2.6,55.7,42.3,6.3,59.8,5.987850738,South
177.4,41037,80850,23.7,86.58008658,27.2,2.36,41.1,27.4,6.3,70.8,5.395731735,South
195.8,39900,44610,21.7,0,40.7,2.36,52.6,36.4,6.2,57,5.344522968,South
195.7,41423,38194,17.3,0,35.3,2.52,47.4,33.5,6.2,58,5.893866899,South
190,45710,71875,17.5,0,37.6,2.61,51.3,35.5,6.8,59.6,5.802028117,South
226.4,32215,11183,23.1,0,44.8,2.34,53,39.2,10.6,43.1,5.050505051,South
153.2,56139,3788,12.3,0,40.6,2.8,54,39.7,0.8,71.2,2.822580645,South
174.5,56465,90802,10,0,38.8,2.64,59.6,33.1,5.5,72.8,5.259595862,South
208.9,35964,25548,24.7,0,39.7,2.7,48.8,36.2,8.4,49.4,6.579419147,South
214.9,35592,41153,27.9,0,39.9,2.64,52.7,39.5,9.8,45.5,6.132732926,South
189.1,42967,44581,15.5,0,40.1,0.0248,55.2,38.9,6.6,62.5,2.876060418,South
153.1,49780,21489,13.6,0,31.5,2.93,54.9,28.4,3.5,65.5,4.818560381,South
166.1,35274,7515,23.8,0,40.5,2.4,52.4,35.8,7.1,53.7,6.093432634,South
183.9,50507,639242,14.8,231.5242115,35.3,2.5,48.5,25.8,6.5,64.4,5.964154695,South
177.5,58921,76559,9.8,0,38.4,2.74,57.5,35.3,6,67,4.655824075,South
185.2,49056,52021,13.9,0,40.5,2.43,55,33.8,5.3,67.2,6.522329921,West
186.9,47391,11661,13.9,0,38.8,2.46,60.5,40,3.5,67.3,5.586592179,South
125.3,48831,9304,14.3,0,33.9,2.37,47.4,33.5,2.8,74.7,4.912663755,South
155.7,56067,21559,12.3,0,36.1,2.7,52.9,39.7,5.1,73.6,3.668042182,South
169.5,38966,16005,20.6,0,48.2,2.16,56.3,31.8,10.1,61.9,9.370529328,West
155.6,54089,87572,18.9,148.449276,32.7,2.4,44.2,14.9,8.6,75.4,3.454048815,West
160.2,65555,401515,9.5,249.0566978,41.3,2.59,54.9,23.5,8.3,75.3,5.072389596,West
180.2,45132,37831,15.4,0,43.9,2.32,51.3,26.3,7.6,62.4,5.997663248,West
185.7,57517,49600,12,20.16129032,42.9,2.6,53.9,33.8,9.8,69.1,4.225482912,West
200.3,39956,63121,19.8,269.3239968,48.1,2.38,49.8,32.6,11.7,57.4,5.226215645,West
144.3,38155,21630,18.3,0,48.1,2.29,59.1,37.8,13.5,56.9,6.462075848,West
189.8,40524,22483,17.1,0,54.6,2.11,52.8,27.7,11.3,63.1,2.198107958,West
154.3,52387,175268,13.2,262.4552114,41.9,2.49,54.6,22.9,9.4,64.4,4.744289032,West
189.2,41504,107685,19.9,9.286344431,46.9,2.41,52.2,32.1,12.2,56.8,5.54304604,West
174.2,51978,1859,11.7,0,48.2,2.24,59,39.3,9.2,63.5,3.333333333,West
131.4,41304,7185,16.8,0,51.1,2.26,53.9,32.3,9,60.7,8.146487294,West
162.7,36340,7200,21.3,138.8888889,46.2,2.32,61.4,33.9,16.1,64.3,8.321273517,West
166.7,54063,23137,14.6,0,39.4,2.66,52.2,25.6,5.1,63.2,3.453598302,West
172.4,44835,212567,18.1,103.4967798,42.8,2.45,49.7,27.4,10.8,57.9,5.016549209,West
163.9,42753,22666,21.2,0,39.9,2.76,47.9,29.5,14.4,53.8,6.839517211,West
199.7,37230,84745,20.6,59.000531,47.9,2.38,51.4,32.1,12.3,56.9,6.292364753,West
177.9,39234,66016,21.9,0,42.5,2.39,51.4,29.9,12.4,58.1,6.075036075,West
139.2,40328,7829,19.3,0,579.6,2.08,52.6,33.4,10.6,54.7,2.9390681,West
169.1,44976,362895,18.4,286.5842737,39.3,2.39,45.5,25,9.9,65.4,4.213583027,West
199.9,40226,47038,18.8,63.77822186,50.4,2.22,52.6,28.1,7.9,56.3,4.839663945,West
186.5,44358,120547,19.1,8.29551959,39.5,2.61,52.9,31,10.6,62.3,4.659172628,West
164.4,35094,30380,28.7,32.91639236,36.1,2.62,47.3,29.9,11.2,54.6,8.019109367,West
168.9,48554,330700,17.7,33.26277593,35.8,2.75,49.1,27.2,10.7,61,6.037989127,West
191.7,51839,11190,16.3,0,37.4,2.96,56.8,35.4,8.6,63.5,9.868141217,West
177.1,53519,790294,18.6,793.3756298,36.5,2.41,42.3,18.4,8.8,67,4.640520349,West
165.5,52626,79391,14.1,0,37.4,2.65,51.8,26.8,10.8,69.4,4.832893816,West
180.4,53277,1680,14.2,0,49.8,2.22,53.6,36.7,7.9,59.9,7.333333333,West
165.1,41662,25653,17.5,38.9817955,48,2.45,52.2,34.6,7.8,62,5.352172982,West
181.2,44780,76531,18,0,36,2.7,48.9,29.1,9.4,59.6,6.342209979,West
169,44841,25790,17.7,0,40,2.46,52.7,33.4,7.1,63.8,5.602240896,West
141,51754,10897,10.9,0,45.4,2.15,58.7,36,3.3,74.4,5.591612581,Midwest
162.4,62526,71275,8.5,252.5429674,31.1,2.49,50.8,29.3,2.6,82.9,7.89058058,Midwest
178,51470,4168,10.9,0,51,2.04,64.8,33.8,1.3,79,7.244318182,Midwest
170.1,86354,35294,6.9,0,32.6,2.4,55.3,28.5,1.7,81.3,9.9672438,Midwest
217.2,34116,28024,24.8,0,41,2.56,52.8,43.6,13.4,49.6,4.079365079,Midwest
185,43602,104425,18,536.2700503,38.1,2.53,46.2,39.7,9.2,68.4,6.237398089,Midwest
189.4,47369,53213,14.6,1390.637626,39.9,2.5,53.6,42.8,7.8,70.7,5.646027941,Midwest
203.2,39757,98632,21.5,496.7961716,41.8,2.48,48.2,44.9,8.9,61.7,6.447299298,Midwest
192.1,34216,65886,29.9,15.17773123,28,2.47,35.1,32.3,10.9,70.6,2.52476505,Midwest
189.7,52650,45876,8.3,0,41,2.49,58.4,43.9,5,78.2,6.028766704,Midwest
185.2,41983,69154,16.1,0,43.9,2.35,50.6,43.5,8.5,69.5,3.534951105,Midwest
213.3,46484,43839,15,0,40.8,2.62,54.1,48.1,9.9,63.2,8.672957238,Midwest
189,58558,376353,14.4,263.0509123,36.4,2.68,50.5,34,7.2,73.6,5.479735318,Midwest
172.8,46177,27811,13.5,71.91399087,44.5,2.54,58.4,47.5,7.1,65.3,5.228870221,Midwest
190.1,50302,38987,11.3,0,41.2,2.53,55.2,45.1,9.1,71.9,4.636217581,Midwest
200.6,42029,135959,18.2,478.0853051,41,2.44,48.4,36.4,10,64.9,5.319358009,Midwest
178.7,62158,201973,11.2,549.578409,39.5,2.65,55.1,34,5.5,74.1,5.170612813,Midwest
224.3,49453,41917,13.7,238.5666913,39.3,2.53,52.8,40.6,9.2,66.9,5.682641548,Midwest
178.3,42645,104806,15.9,76.33150774,43.2,2.43,51.9,46.5,9,63.5,6.225449895,Midwest
203,41547,36569,18.1,0,41.5,2.53,54.8,50.3,7.8,63.4,5.832147937,Midwest
184.6,39881,42306,15.4,0,42.6,2.37,54.7,44.9,8.1,68.5,6.301190346,Midwest
187.1,44138,1255921,19.6,555.7674408,40.4,2.31,40.5,28.3,10.6,65.3,4.879604208,Midwest
179.6,46610,52076,12.2,1152.162224,41.8,2.48,56.3,49.9,7.6,70.1,6.68786915,Midwest
188.6,53026,38352,11.7,0,39.7,2.49,53.5,44.2,8.4,73.3,6.066465257,Midwest
152.1,97802,193013,4.8,554.3668043,37.8,2.78,62.7,20.6,3.2,87.4,4.830467049,Midwest
193.7,49234,75550,13.9,688.2859034,44,2.35,50.1,39.5,7.7,71.7,4.607982234,Midwest
173.4,59921,151408,9.6,475.5362993,39,2.66,55.6,34.4,6.9,74.3,5.968296134,Midwest
194.3,44947,28679,15.8,0,41.1,2.44,51.7,46.7,8.6,60.4,5.708508322,Midwest
181.2,54666,42537,10.5,822.8130804,39.8,2.59,59.8,40.8,6.7,78.8,6.632331301,Midwest
201,36675,30142,26.1,33.17629885,41,2.56,52.2,40.5,7.5,57.8,4.807405196,Midwest
142.4,72264,94102,7.8,159.4015005,44.2,2.67,60.7,27.3,4.1,77.5,5.939818201,Midwest
159.2,59382,164427,13.2,395.3122054,37.7,2.41,51.4,25.6,7.6,76.6,4.699355673,Midwest
215.8,41940,39258,17.2,0,42.2,2.51,50.8,43.1,11.7,59.8,3.383937884,Midwest
185.1,48973,807598,17.6,633.9787865,37,2.37,42.5,27.1,8.8,68.1,5.234779851,Midwest
175.7,51498,75573,12.7,899.7922538,39.2,2.37,53.4,36.1,6.9,75.8,5.446216491,Midwest
185.1,45195,31682,19,0,35.4,2.55,48.5,49.2,9.6,66.8,8.008741483,Midwest
201.4,42582,15450,16.9,0,45.9,2.45,57.8,48.7,5.6,67.7,7.156549521,Midwest
162.8,53645,27816,10.2,0,41.2,2.52,56.2,43.9,6.7,76.8,7.870216306,Midwest
199.8,41611,43026,19.3,0,40.1,2.55,51.4,43.1,11.5,56.3,6.779300818,Midwest
205.9,42374,28491,17.5,35.09880313,42.6,2.48,54.7,43.7,9.5,62.2,5.314639713,Midwest
147.4,50069,43909,12.4,0,30.4,3.36,60.3,35.1,4.2,45.9,7.899124635,Midwest
206.3,47824,58469,13.4,119.7215619,38.8,2.58,53.1,48.1,7.2,68.9,4.663965135,Midwest
210.9,41161,32596,20,0,39.5,2.5,49.1,41.8,11.5,59.4,5.240979721,Midwest
194.7,40148,67347,20,44.54541405,44.3,2.35,48.9,42.5,8.8,66,4.806907805,Midwest
179.5,46908,61061,15.1,818.8532779,38.7,2.53,52.3,41.2,6.6,68.5,5.615628604,Midwest
182.5,58697,229245,8.9,235.5558464,43.2,2.39,52.2,33.9,6,77,4.694264339,Midwest
201.5,41608,61109,17.5,32.72840334,41.2,2.6,50,43.1,8,62.6,5.379259802,Midwest
188.8,57308,170570,13.5,480.7410447,39.7,2.57,54.3,37.2,7.2,71.7,5.540748334,Midwest
205.6,50753,45386,17,176.2658088,40.7,2.42,54.2,49.4,7.6,69.2,6.601566473,Midwest
182.1,52331,305147,14.7,229.3976346,41,2.5,49.3,33.4,8.8,71.6,4.894050891,Midwest
196.2,42344,433689,20.7,1169.040488,37.7,2.4,41.6,31.2,11.1,64.7,5.157532738,Midwest
197,52996,44094,12.6,0,40.2,2.57,48.1,40.7,5.9,72.9,4.909090909,Midwest
190.7,41316,231900,18.9,12.93661061,43.3,2.32,45.1,38.1,9.5,63.8,4.348522463,Midwest
202,42240,65355,21.3,168.3115293,40.4,2.43,48.1,42.6,9.6,63.2,6.933232742,Midwest
167.4,68405,176395,7,317.469316,41.4,2.63,58.1,32.4,5,80.9,4.599000327,Midwest
206.9,38081,23257,22.6,42.99780711,42.3,2.49,53.8,43.5,12.1,56.9,5.707001373,Midwest
181.9,52606,40968,8.9,0,40.1,2.54,58.7,49.1,5.5,79.3,6.325515281,Midwest
177.8,51868,104224,10.6,604.4673012,41.4,2.49,53.9,36.9,7.6,73,4.84544324,Midwest
188.9,40646,14409,15.7,0,45.6,2.37,56.7,51.2,7.4,65.2,6.140350877,Midwest
186.9,42994,532258,19.7,760.9091831,39.4,2.32,44,28.8,9.4,64.7,5.362001513,Midwest
187.9,37923,14777,18.1,0,43.9,2.41,58.4,47.5,9.3,58.6,5.657937278,Midwest
185,49846,35074,12.1,0,41.2,2.73,57,46.2,7,71.3,4.83615222,Midwest
211.5,41814,86290,19.1,637.3855603,40.3,0.0245,49.4,42.9,8.3,61.9,5.739536774,Midwest
122.5,43953,14326,16.3,0,50.2,2.45,51.6,52.1,7,64.3,6.422798809,Midwest
185.3,50345,40877,10.1,0,47.3,2.33,57.1,38.6,5.5,75.6,4.504504505,Midwest
215.5,47358,18976,12.3,158.0944351,41,2.48,58.6,50.1,6.6,70.2,7.380254154,Midwest
200.6,43341,35985,17.8,0,40,2.59,55.4,43.9,9.5,62.5,4.775349865,Midwest
197.4,54868,56998,13.2,0,39.1,2.68,51.3,42.9,6.9,72.5,5.002432301,Midwest
217.9,40512,28217,21.9,0,40.8,2.55,47.8,42,13.4,52.1,5.373276272,Midwest
186.3,52047,162275,14.2,154.059467,37.6,2.54,46.6,37.8,8.7,74.5,3.908475144,Midwest
192.7,49516,41329,13,0,41.9,2.56,55.9,46,7.3,68.5,3.877752218,Midwest
154.6,56519,34042,7.8,0,39.7,2.6,63.3,42.8,3.4,85.3,6.184443536,Midwest
186,41948,121707,15.9,188.9784482,41.3,2.4,48.2,41.2,8.7,65.4,4.974134501,Midwest
203.9,42466,77170,19.2,699.7537903,40.6,2.52,49.2,42.8,11.3,62.1,4.967320261,Midwest
193.8,46447,59679,14.5,83.7815647,41.3,2.49,51,43,7.6,72.9,5.511627907,Midwest
203,37625,76825,27.2,767.9791734,39.5,2.5,47.1,40.5,9.6,55.2,4.764332654,Midwest
174,45003,55610,17.5,629.3832045,39,2.45,49.7,46,8.1,72.4,4.557619009,Midwest
167.3,50774,48901,10.7,163.5958365,38.9,2.62,57.4,44.1,6.7,77.4,6.776406036,Midwest
176.4,47745,375165,14.9,389.162102,41.8,2.43,49.4,38.3,8.5,70.4,5.285174738,Midwest
178.1,50453,541968,13.4,282.3044903,40.7,2.41,47.2,32.3,8.4,70.9,4.582141722,Midwest
187,43160,203751,17.2,0,43.6,2.33,48.8,45.2,7.4,63.8,4.660949114,Midwest
168.7,46128,92916,13.4,32.28722717,41,2.49,54.9,46.9,7,67.7,5.283776996,Midwest
165.7,69900,54277,7.7,0,38.1,2.73,56.7,36.8,4.2,79.3,5.668411867,Midwest
172.1,49565,28562,10.1,0,41.5,2.49,56.3,48.7,7.5,71.4,4.894094994,Midwest
184.3,37633,13048,23.7,0,41,2.63,54.3,45.9,12,56.2,8.863399374,Midwest
160.4,72973,224469,5.8,280.6623632,38.7,2.73,60.3,26.8,6.1,83.8,4.708366736,Midwest
186.2,45048,61112,15.7,1358.162063,43.6,2.38,53.3,41.5,6.8,66.4,5.009079903,West
170.3,50106,116063,13.9,241.2482876,38.8,2.6,56.1,41,4.8,69.3,6.420871739,Midwest
185.1,42214,37120,14.2,0,41.6,2.39,52,45.4,7.1,71.4,7.598197038,Midwest
173,54996,129730,13.5,262.0827873,34.8,2.44,48.2,31.3,7.2,81.8,4.528947447,Midwest
190.6,47905,22243,10,0,42,2.38,55.9,48.2,6.6,77.1,4.962066844,Midwest
220.9,31386,22004,27.2,0,37,2.78,52.7,42.6,7.9,38.6,5.336200156,South
159.5,51885,5868,16.6,0,44.7,2.28,50.4,40.6,4.9,68.1,4.431818182,South
151.7,35910,13793,21.8,0,40.7,2.37,52.4,40.8,8.7,47.3,5.756929638,South
181,56664,5427,10.5,0,41.5,2.7,62.2,37.7,3,71.4,2.923473775,South
182.4,46625,23768,15,0,34.7,2.87,45.8,40.4,2.9,64.4,3.754407799,South
180.2,44309,9833,18.4,0,41.1,2.25,50.8,39.4,3,65.1,2.110199297,South
191.7,38187,44884,19.1,0,37.1,2.58,50.1,33.4,8.1,57.6,7.559938128,South
211.4,39933,29343,23.5,0,37,2.77,48,41.2,9.5,51.1,5.189317106,South
150.3,39743,6856,15.8,0,52.2,2.18,57.3,33.1,9.5,64.4,4.545454545,West
185.4,44010,25775,16.8,38.79728419,41,2.5,52.7,28.5,9,62.1,5.246743717,West
145.5,66315,574326,12.5,208.9405669,36.1,2.66,53,19,7.6,73.3,5.186880244,West
144.6,33387,1358,23.3,0,56.5,1.97,60.6,36.1,8.5,74.4,1.754385965,West
168.6,52903,102659,15.4,301.9706017,38.2,2.78,51.9,29.8,9.7,67.7,4.397120317,West
165.3,60179,102295,10.8,332.3720612,42.8,2.55,55.7,42,5.7,78.9,4.47016211,Northeast
182.1,52385,1230459,13.1,624.1573267,40.9,2.26,45.4,29.8,7.1,76.9,5.044224477,Northeast
171.1,44326,67052,13.8,74.56899123,45.6,2.36,53.9,49.4,8.5,72.3,4.390138408,Northeast
180.2,51041,168871,11.7,183.5720757,44.8,2.38,51,39.2,6.8,73.9,4.491424455,Northeast
151.2,46890,48586,13.6,0,45,2.43,57.2,50.8,7.3,70.9,4.585306863,Northeast
162.4,55936,415271,14.3,156.5242938,39.7,2.61,49.6,38.4,9,71.2,5.334555643,Northeast
179.4,43343,125593,15,39.81113597,42.8,2.41,50,48.2,6.4,70.6,4.508674734,Northeast
183.8,47242,61281,12.9,522.1846902,44.1,2.52,54.1,48,5.6,69,5.284901395,Northeast
168.7,77823,627367,6.6,79.6981671,43,2.65,55.5,30.7,7,83.4,4.681322269,Northeast
169.7,60851,186818,8.9,48.17522937,42.7,2.42,55.6,34.9,5.9,81,4.004308281,Northeast
168.5,42703,136411,15.3,109.9618066,44.4,2.28,48.5,46.3,8.5,72.3,4.763561711,Northeast
159.6,40257,4732,14.2,0,49.9,2.2,48.7,48.7,4.5,71.1,3.510758777,Northeast
191.8,49252,63960,13,78.17385866,45,2.48,52.7,46.2,8.6,71.8,3.33234816,Northeast
142.4,51573,160580,17.9,392.3278117,30.3,2.47,40.6,31.6,5.1,83.5,3.704047746,Northeast
159.1,85613,515939,7.3,149.2424492,40.1,2.66,55.9,23.2,5.9,82.4,4.919274098,Northeast
179.4,43202,39498,15.1,0,40.3,2.39,50,47,8.1,70.6,4.792232199,Northeast
183,40230,80994,16.5,0,43.9,2.38,52.1,50.9,7.8,66.2,4.179907113,Northeast
196.6,44224,39441,17.4,0,38.1,2.52,48.4,45.6,6.1,69.3,4.785376874,Northeast
175.2,46938,66672,14.3,14.9988001,40.1,2.4,48.1,45.7,5.7,77.6,4.087548063,Northeast
191.8,43969,86484,14.9,0,42.4,2.42,52.2,45,7.2,64.9,6.020996295,Northeast
154.6,62692,246338,9.1,105.5460384,40.8,2.38,52.6,35,5.6,81.4,4.691477538,Northeast
169.1,52967,272983,13.4,725.3198917,39.6,2.41,47.3,34.8,7.1,72.4,5.830835519,Northeast
187.4,62867,563894,11,150.73755,38.9,2.65,45.9,31.8,8.2,76,5.543922993,Northeast
189.9,46965,30872,10.5,0,46.4,2.34,53.2,50.4,5.2,75,4.291640077,Northeast
182.5,45476,278045,16.4,39.56194141,38.8,2.43,46.7,40,8,69.6,4.900650039,Northeast
198.7,36902,133628,20.2,97.28500015,44.2,2.41,47.6,49.9,8.4,65.5,5.078382982,Northeast
206.5,37794,7410,21.9,134.9527665,43.3,1.86,33.3,53.6,4.8,68.2,1.652892562,Northeast
162.2,50434,153638,11.9,97.63209623,40.9,2.56,55,43.9,6.9,72.6,4.842223007,Northeast
177.5,48084,14629,13.3,0,43.2,2.46,58,51.1,7.5,70.9,4.970178926,Northeast
193.5,49897,37519,16.5,0,502.8,2.33,49.4,47.3,6.4,71.4,6.037875061,Northeast
172.7,44531,45668,15.1,0,42.5,2.36,51.4,51.7,8.1,70.5,6.823375775,Northeast
151.6,42611,86966,17,34.49623991,38.9,2.41,48.4,43.9,7.8,73.2,4.149417541,Northeast
183.2,43810,44430,13.3,0,43.6,2.38,54.5,51.2,6.4,67.8,6.414368185,Northeast
162.9,48944,24737,12.3,0,43,2.61,56.3,51,5.7,69.6,5.734425605,Northeast
178.3,45098,211917,15.4,127.4083721,42.3,2.41,45.8,37.7,6.9,72.5,3.545136747,Northeast
157.6,57369,536624,10.5,59.63207013,38.4,2.64,54.8,38.2,6.1,70.6,6.226276831,Northeast
186.1,44903,88082,13.2,1146.658795,44.4,2.38,50.7,45,7,68.4,4.727253413,Northeast
172.8,53861,137067,10.9,0,41.1,2.54,52.4,43.9,6.9,71.2,5.989257845,Northeast
168.4,58283,360685,12.8,177.4401486,39.5,2.6,48.3,33.1,8.5,70,5.408652416,Northeast
181.1,44222,318449,15.8,191.5534356,42.9,2.39,45.5,39.5,7.8,70.8,5.103967071,Northeast
178.5,45211,116048,16,146.4911071,496.8,2.42,49,41.1,7.7,71.9,5.48894218,Northeast
170.4,44723,42412,16.6,0,42.4,2.29,45.4,48.2,9.1,70.4,6.282490875,Northeast
186.7,43559,114234,14.6,122.5554563,43.8,2.37,49.3,44.4,6.8,69.5,4.669101054,Northeast
168.3,40957,46500,16.3,559.1397849,43.5,2.46,53,50.2,6.4,63.3,5.671766053,Northeast
180,59492,166397,13.3,24.03889493,41.8,2.89,49.6,36.6,12,70.6,4.318836947,Northeast
161.8,79576,819264,7.1,239.2391219,41.1,2.57,53.9,24.8,6.4,83.4,4.502231194,Northeast
152.6,54547,18557,11.2,0,42.9,0.0241,49.9,39.8,6.6,77.6,3.59080341,Northeast
172.7,61510,300813,10,365.6756856,41.8,2.56,51.4,35.3,7.3,77.1,4.239802406,Northeast
177.5,40429,93246,15.9,0,525.6,2.27,50.4,50.3,7.2,71.8,5.713833492,Northeast
189.7,54920,45685,8.7,0,42.1,2.49,57,46,6.3,76.2,5.221317107,Northeast
211.7,39037,1567442,25.8,742.6112099,33.7,2.59,29.3,33.8,13.9,55.7,5.282605624,Northeast
