deathRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,Geography,AvgHouseholdSize,PercentMarried,PctHS18_24,PctHS25_Over,PctUnemployed16_Over,PctPrivateCoverage,PctEmpPrivCoverage,PctPublicCoverage,BirthRate
198.6,52349,92066,13.2,65.17063846,37.3,"Campbell County, Kentucky",2.49,47.2,28.7,31,6.8,72.4,50.1,28.3,4.943288381
213.4,40701,4874,17,0,42.3,"Carlisle County, Kentucky",2.39,58.4,36.5,38.2,6.8,55.9,35.1,43.2,5.540166205
217.3,43615,10699,20.4,0,36.9,"Carroll County, Kentucky",2.63,45.9,60.8,44,13.2,54.9,42.3,39.3,5.617495712
232.1,34991,27158,23.9,0,40.1,"Carter County, Kentucky",2.54,51.9,33.3,41.4,11.1,54.3,38.1,41.7,4.045610747
254.3,29344,15808,30.6,0,42.1,"Casey County, Kentucky",2.44,58.7,25.2,37.4,9,48.3,31.6,44.4,5.148741419
183.6,36736,73309,21.6,0,28.5,"Christian County, Kentucky",2.67,51.1,45.7,32.7,12.7,64.8,29.5,32.7,8.722576079
210.6,49012,35757,16,0,41.7,"Clark County, Kentucky",2.49,52.6,38.3,35.2,7.9,64.4,44.8,37.2,4.293271005
266.2,25215,21013,38.2,0,39.1,"Clay County, Kentucky",2.53,48.2,35.1,36.9,15.9,39.7,26.4,57.3,7.638737758
202.4,39184,11954,20.9,0,37.6,"Prowers County, Colorado",2.44,54.6,13.1,27.8,9.7,57.1,38.1,38.6,6.036139946
205.8,35664,16759,20.6,0,43.2,"Fayette County, Alabama",2.36,53.6,31.8,38.8,10,65.3,38.3,43.4,5.73089701
160,41382,163591,19,434.0092059,38.8,"Pueblo County, Colorado",2.49,46.7,29.2,29,10.8,58.4,36.8,45.5,5.466762526
150.7,63184,6571,10.9,0,36.4,"Rio Blanco County, Colorado",2.48,58.5,28.9,33.7,4.2,72.3,55.1,26,10.65292096
136.5,40593,11543,18.3,0,40.9,"Rio Grande County, Colorado",2.49,55.5,32.8,29.5,8.1,53.9,33,41.2,4.941176471
125.2,66846,24130,8.4,0,40.1,"Routt County, Colorado",2.46,51.2,30.3,20.5,4,77.4,46.4,19.1,4.116913206
145.4,31227,6251,29.9,0,46.1,"Saguache County, Colorado",2.39,52.1,28.6,24.7,9.7,33.3,19.2,46.1,7.037358818
97.9,59603,7879,9.9,0,40.7,"San Miguel County, Colorado",2.31,45.7,25.2,18,5.8,73.4,39.3,21.7,4.135338346
133.8,44562,2399,13.9,0,49.8,"Sedgwick County, Colorado",2.44,50.9,25.4,35.1,6.4,60.2,31.4,45.7,5.925925926
87.6,68352,30257,9.7,0,37.1,"Summit County, Colorado",2.82,49,28.5,17.2,4.7,68.3,39.6,16.5,6.966359035
145,62380,23385,9.5,0,49.4,"Teller County, Colorado",2.42,60.1,48.1,24.8,8.2,67.2,43.6,34.4,2.019315189
118.4,45784,4864,11.4,0,44.4,"Washington County, Colorado",2.3,60.9,41.4,35.1,5.1,67.2,39.7,37,6.155507559
198.2,33881,31696,23.1,0,38.8,"Franklin County, Alabama",2.62,50.3,33.7,37.5,9.8,58.6,40.3,38.3,3.264508929
150.7,61501,285174,10.5,171.8249209,406.8,"Weld County, Colorado",2.8,55,30.9,27,6.6,69.9,51,27.3,6.80980854
184.3,46838,10146,14,0,36,"Yuma County, Colorado",2.6,55.2,29.1,31.7,2.5,61.6,36,35.9,4.737575476
142,85336,948053,9,146.6162757,39.7,"Fairfield County, Connecticut",2.76,50.8,27.7,22.6,9,71.9,52.7,27.3,4.646681703
157.5,65809,895841,12.2,222.1376338,40.1,"Hartford County, Connecticut",2.51,46.8,26.6,27.1,9.3,71.3,53.3,33.4,5.248472648
151.2,73413,183603,7.7,92.59107967,46,"Litchfield County, Connecticut",2.46,53.8,33.4,29.3,7.1,75.8,54.2,30.7,3.812301967
154.9,76365,164063,7.9,115.8091709,44.2,"Middlesex County, Connecticut",2.4,52.2,31,26.8,6,80.1,59.3,27.2,4.041212898
169,60387,859470,13,250.1541648,39.8,"New Haven County, Connecticut",2.56,44.7,29.9,30.2,9.5,69.1,50.8,34.3,4.240824844
162.6,65813,271863,11.1,367.8323273,40.7,"New London County, Connecticut",2.45,48.7,37.2,31.2,8.3,74.1,49.9,33.7,4.578351666
152.3,78653,151420,7.5,6.604147405,38.1,"Tolland County, Connecticut",2.49,46.8,21.1,27.4,6.8,81.8,63.2,24.6,2.555885972
172.2,57547,116573,10.3,0,40.4,"Windham County, Connecticut",2.53,46.9,29,34.3,9.3,68.9,50.9,36.2,3.936336507
212.4,39546,22583,18.1,929.9030244,38.9,"Bibb County, Alabama",2.95,49,33.1,42.1,8.3,64.8,43.8,39.4,4.179860671
200.3,34425,26777,23.9,0,42.2,"Geneva County, Alabama",2.47,52.3,39.1,37.1,11.2,56.1,33.9,42.7,5.630397237
190.7,54271,173533,14.1,11.52518541,37,"Kent County, Delaware",2.71,48.8,25.9,33.5,8.4,69.2,42.1,38.7,6.068779501
177.2,64632,556779,12.3,474.1558141,37.5,"New Castle County, Delaware",2.63,45.2,31,28.6,7.4,73.4,55.4,30.5,4.724925622
168.7,53316,215622,13.9,519.4275167,47,"Sussex County, Delaware",2.52,51.1,38.7,35.3,8,64.7,38.4,45.4,5.256787135
182.3,69992,672228,18.4,651.5646477,33.7,"District of Columbia, District of Columbia",2.22,27.3,22.6,18,9.6,69.6,48.2,35.1,4.581891653
182.4,44325,259964,21.6,115.4005939,30.8,"Alachua County, Florida",2.46,37.7,13.7,21.5,7.9,71.3,47.3,25.2,3.204859373
206.1,47121,27420,19.6,0,36.6,"Baker County, Florida",3,47.9,51.7,43.8,8.9,64.3,46.1,32.6,5.915444937
191.5,44800,181635,15.6,16.51664052,39.8,"Bay County, Florida",2.54,49,32.1,30.6,8.6,60.6,32.1,36.3,5.729334092
209.9,39980,26928,22.6,0,39.6,"Bradford County, Florida",2.72,39.5,32.8,37,12.4,57.4,35.4,38.7,2.467138524
181.2,47973,568088,14.5,51.04842912,46.6,"Brevard County, Florida",2.46,48.6,29.9,28.8,10.9,64.2,38,38.1,4.967904974
157.6,51485,1896425,14.5,216.723572,40,"Broward County, Florida",2.73,43.1,29.4,27.6,10,58.4,40.2,29.4,4.663810807
154.5,26504,8479,33.2,0,42.4,"Greene County, Alabama",2.7,30.9,29.9,38.9,20.4,44.7,23.8,54.1,7.343412527
174.7,35256,14462,22.3,0,40.5,"Calhoun County, Florida",2.64,44.6,45.8,37.5,10,49,28.3,43.5,4.5
149.8,43242,173115,11.9,17.32952084,57.3,"Charlotte County, Florida",2.26,55.8,37.8,34.9,10.8,61.1,25.2,51,4.954881717
184.3,36383,141058,20.1,42.53569454,55.4,"Citrus County, Florida",2.25,54.6,42.3,38.2,13.1,57.6,24.7,54.3,3.923080412
182.6,58539,203967,10.9,88.24956978,39,"Clay County, Florida",2.84,53.4,35.4,30.7,10.7,70.1,41.7,29.7,3.920755108
123.2,58403,357305,14.3,50.37712878,48.5,"Collier County, Florida",2.59,54.4,38.9,26.7,7.8,58.6,28.5,40.8,5.163886194
203.3,38484,68348,21.7,73.15503014,40.4,"Columbia County, Florida",2.66,45,42.9,36.1,14.8,53.8,33.2,43.2,4.905335628
160.4,36945,35458,29.7,0,40.1,"DeSoto County, Florida",2.78,44.2,37.9,40.9,9.4,39.1,20.1,47.9,8.085035152
195.9,32121,16203,27.1,0,46.9,"Dixie County, Florida",2.41,45.8,33.7,41,7.2,43.8,24.6,50.4,5.828779599
189.2,46013,913010,18.2,359.2512678,36,"Duval County, Florida",2.58,43.2,32.4,28.6,10,63.5,41.7,32,5.094111629
186.7,46139,311003,15.3,234.7244239,37.2,"Escambia County, Florida",2.53,41.3,30.9,28.9,9.4,65.5,36.3,35,4.387164057
197.7,33315,15068,28.1,0,40.2,"Hale County, Alabama",2.53,41.3,45.2,42.9,13.3,54.5,34.6,46.7,8.967468175
174.6,51556,105392,11.6,0,49.6,"Flagler County, Florida",0.0271,54.2,38.6,34.7,9.3,61.9,36.5,42.2,4.063558218
216.2,36788,11761,25.3,0,42.1,"Franklin County, Florida",2.24,49.8,20.3,35.4,9.4,52.8,28.7,43.3,4.934210526
184.7,35849,46036,25.6,0,40.2,"Gadsden County, Florida",2.53,39.6,34.3,34.6,11.2,53.7,34.6,40.5,4.18136909
209.2,40788,17199,19.8,0,42,"Gilchrist County, Florida",2.54,47.3,34.9,38.8,10.4,50.2,33.3,40.2,6.283213504
135.3,38783,13670,21.1,0,45.3,"Glades County, Florida",3.04,44.3,23.6,44.5,12.9,47.1,24.1,47.5,1.600365798
189.1,38419,15871,23.1,0,43.3,"Gulf County, Florida",2.52,44.8,34.7,34.7,10.2,58.7,34,37.2,4.887361588
188.4,31734,14295,31.7,0,40.5,"Hamilton County, Florida",2.35,39.3,44.4,37.4,15.8,49.7,29.4,47.8,7.14920071
161.9,35371,27502,29.9,0,34.8,"Hardee County, Florida",3.33,43.9,45.9,41.1,11,36.5,21.8,48.7,6.773043626
163.7,38494,39119,25.3,0,33.8,"Hendry County, Florida",3.18,45.5,29.9,32.2,11.9,38,26.7,37.4,7.09833795
178.1,40094,178439,15.3,16.81246813,48.7,"Hernando County, Florida",2.45,52.4,40.5,37.5,13.7,55.7,28.9,47.9,5.381697487
194.1,39930,17221,17.3,0,43,"Henry County, Alabama",2.47,53.1,43.8,35.5,8.1,61.9,35.8,41.8,7.114728275
161.6,35787,99491,19.5,0,52.1,"Highlands County, Florida",2.39,54,34,36.3,13.3,53.2,21.6,54.6,5.119076848
168.9,50758,1349050,16.8,386.938957,36.6,"Hillsborough County, Florida",2.64,45.1,28.6,27.3,9,61.2,42.8,31.1,4.752577535
191.5,35651,19324,26.7,0,42.1,"Holmes County, Florida",2.6,48.4,34.5,36.9,15.4,47.8,25.4,45,5.39241858
167.3,47548,147919,14.7,27.04182695,50.7,"Indian River County, Florida",2.44,51.7,36.2,30.3,12.2,59.5,27.6,45.1,5.396074172
173.5,40205,14081,18,0,45.3,"Jefferson County, Florida",2.17,46.3,24.8,31.5,9.4,64.3,40.9,40.6,5.135032332
208.1,38071,8663,25.6,0,36.4,"Lafayette County, Florida",2.81,43,40.7,36.7,14.6,51.7,30.8,36.6,7.845659164
171.3,46895,325875,13.8,30.68661297,46.4,"Lake County, Florida",2.57,54.9,33.3,33.5,9.7,62.7,36.6,41.4,5.546022599
142.1,49147,701982,16,279.2094384,46.9,"Lee County, Florida",2.59,50.4,32.7,31.6,10.1,57.6,31.1,41.4,4.725806822
155.8,45463,286272,23.3,38.42499441,30,"Leon County, Florida",2.43,37.8,15.4,19,10.6,74,52.2,24.1,3.782242355
189.6,40124,104173,20.1,28.79824907,39,"Houston County, Alabama",2.62,46.9,36.1,33.1,8.3,63.4,40,36.7,5.664585192
232,37433,39832,21.2,0,46.6,"Levy County, Florida",0.0253,48.5,36.1,40.9,11.1,46.7,25,47.8,6.101525381
220.4,38473,8331,24.7,0,37.6,"Liberty County, Florida",2.77,41.8,30.9,43.5,10.2,53.4,36.1,35.2,8.315256688
166.9,33017,18408,27.7,0,41.5,"Madison County, Florida",2.52,43.3,28.6,39,11.8,51.6,26.2,45.2,11.91053624
146.7,51673,363369,14.1,19.26416398,46.7,"Manatee County, Florida",2.52,52,37.9,30.7,8.6,61.1,33.2,39.8,4.574507344
183.4,39860,343254,17.8,107.7918975,48.2,"Marion County, Florida",2.48,49.5,37.4,36.6,12,54.1,27.3,47.9,5.222619682
146.5,55472,156283,12.1,102.3783777,50.7,"Martin County, Florida",2.39,51.1,32.9,26.1,9.7,64.9,34.2,40.6,5.354923743
137.3,42754,2693117,20.4,164.8647274,39,"Miami-Dade County, Florida",3.08,40.7,29.1,28.5,10,46.4,32.5,32,4.372227998
168.5,57411,77482,14,25.81244676,46.8,"Monroe County, Florida",2.55,45.8,32.8,27.9,6,59.2,29.6,31.5,4.966521485
176.3,56728,78444,11.7,12.74794758,44.2,"Nassau County, Florida",2.66,54.5,40.1,35.5,9.8,66.2,38.9,33.7,6.279473815
182.8,55952,198664,12.4,5.033624612,36.8,"Okaloosa County, Florida",2.5,51.6,32.7,26.2,6.9,69.8,27.4,31.1,5.717229536
211.1,36923,52419,22,19.07705221,42.2,"Jackson County, Alabama",2.56,55.3,33,39.8,10.1,63.3,40.2,38.7,4.011185878
203.3,37065,39469,25.9,0,39.9,"Okeechobee County, Florida",2.77,45.8,35.2,37,11.8,43.9,25.3,46.5,4.691483937
161.7,47069,1288126,18.2,271.7125499,34.4,"Orange County, Florida",2.75,42.8,25.1,26.1,9.1,60.3,44.5,26.9,4.907650931
155.6,42945,323993,19.3,33.9513508,35.7,"Osceola County, Florida",3.23,46.4,33.1,34.3,9.8,51.9,36.5,34,5.718663568
144.3,52225,1422789,14.9,151.1116546,44.1,"Palm Beach County, Florida",2.54,46.9,28.9,25.5,9.5,60.5,36.5,35.5,5.134424767
176.4,45219,497909,14.7,62.26037288,44.4,"Pasco County, Florida",2.53,51.1,37,33.7,9.4,61,37.9,39.4,4.73813501
165,45162,949827,15.2,184.2440781,47.1,"Pinellas County, Florida",2.27,44.2,32.4,29.5,8.4,61.3,38.5,37.1,4.507693163
168.1,42768,650092,18.1,66.14448417,40.3,"Polk County, Florida",2.77,48.3,35.1,36.2,10.6,55.7,35.9,40.2,5.501541209
211.6,32054,72023,28.5,97.19117504,44.1,"Putnam County, Florida",2.57,44.9,43.8,38.8,12.6,45.1,24.2,47.8,4.330954196
149.9,66560,226640,8.2,30.88598659,42.7,"St. Johns County, Florida",2.62,55.4,31.9,21.2,6.7,75.5,49.2,27.5,3.253269113
162.4,42722,298563,17.3,110.529436,43.9,"St. Lucie County, Florida",2.64,49.1,32.6,33.4,12.4,53.6,31.6,42.8,5.736951023
186.7,44852,660367,19.5,284.6901799,37.4,"Jefferson County, Alabama",2.47,43.9,29,26.5,9.1,66.7,46.3,33.2,5.582491665
190.7,58587,167040,11.2,0,39.5,"Santa Rosa County, Florida",2.65,54.8,37.6,28,7.9,70.5,38.6,30.5,5.465692312
146.4,52109,405549,10.8,199.7292559,54,"Sarasota County, Florida",2.21,53.5,38.9,30.2,8.2,66.2,30.9,43.9,3.94772339
160.8,56443,449144,11.8,22.26457439,39.1,"Seminole County, Florida",2.85,46.6,24.9,24.1,9.4,67.8,47.7,26.3,4.236255854
142.9,51907,118891,10.9,84.11065598,65.3,"Sumter County, Florida",2.05,62.6,39.4,30.6,9,66.6,18.8,65.1,6.766413577
198.7,38177,43760,23.7,0,41.6,"Suwannee County, Florida",2.69,47.7,40.8,40.8,11.1,48.9,27,47.9,3.38904364
198.5,36374,22493,23.4,0,41.2,"Taylor County, Florida",2.44,43.5,32.9,39.2,9,60.6,36.9,41.6,8.854568855
362.8,40207,15234,24.3,0,40.3,"Union County, Florida",2.58,36.4,45.1,37.4,11.7,59.6,41,35.8,3.739774055
178.3,40881,517887,17.7,96.54615775,46.3,"Volusia County, Florida",2.46,46.4,29.5,33.8,9.1,59.7,34.5,40.1,4.314909294
209.3,51642,31535,15.1,0,40,"Wakulla County, Florida",2.57,46,32.8,39.4,9.3,67.5,46.7,31.7,2.534634761
169.8,68421,133378,7.7,0,35.7,"Canadian County, Oklahoma",2.88,55.1,34,29.3,4.5,76.5,55.8,23.7,5.36432284
206.1,44402,48689,16.5,20.53851999,38.6,"Carter County, Oklahoma",2.67,49.9,37.8,39.6,6.1,60.1,39.7,36.5,5.886681383
207.3,38027,48447,20.6,0,34.8,"Cherokee County, Oklahoma",2.81,46,29,31.1,7.9,50.9,33.2,37.1,5.833404093
225.5,29652,14997,26.8,0,41.8,"Choctaw County, Oklahoma",2.52,46.5,40.1,40.1,8.9,40.9,24.2,45.3,6.960408685
258.7,41800,2216,18,0,44.6,"Cimarron County, Oklahoma",2.28,60.9,44.4,36.3,2.2,59,29.9,38.4,2.195121951
169.2,58205,274458,12.6,29.14835785,33.2,"Cleveland County, Oklahoma",2.59,49.1,23.3,26.6,4.9,74.8,52.3,24.3,4.927709813
195.8,36566,5651,20.9,0,42.3,"Coal County, Oklahoma",2.51,52.6,45.2,42.8,9.1,48.2,25.8,41.5,4.588744589
186.9,46071,124648,18.6,216.6099737,31.8,"Comanche County, Oklahoma",2.69,45.7,41,33.2,8.6,66.1,29.6,33.5,6.253896381
192.4,41469,5996,17.8,0,41.5,"Cotton County, Oklahoma",2.48,58.9,39.5,40.7,9.2,58.2,32.4,36.2,5.31996916
205.3,36953,14818,19.2,0,42.3,"Craig County, Oklahoma",2.52,49,35.7,40.3,6.4,58,34.2,39.1,6.007301693
210.2,46614,70892,15.8,28.211928,40.6,"Creek County, Oklahoma",2.67,54.5,42.5,40,5.7,60.5,34.8,35.3,5.479185579
205.2,45574,29744,15.9,0,30.7,"Custer County, Oklahoma",2.63,50,22.2,35.1,3.7,67.4,47.9,25.4,5.712260808
182.4,36424,41459,18.8,0,45.8,"Delaware County, Oklahoma",2.47,55,43.5,37.2,9.2,52.4,28.7,44.9,4.550418639
202.1,50348,4995,12.4,0,41.5,"Dewey County, Oklahoma",2.57,59.1,31.3,42.3,2.7,63.8,39.9,32.8,2.164502165
186.6,52032,4231,12,0,44.3,"Ellis County, Oklahoma",2.38,59.3,31.8,37.4,5,69.5,43.8,34.5,5.277044855
184.6,49136,63569,14.5,251.6950086,36.2,"Garfield County, Oklahoma",2.52,55.7,36.9,35.6,5.6,65.4,39.9,34.5,7.18973747
227.9,40774,27755,19.2,0,39.5,"Garvin County, Oklahoma",2.57,53,43.9,43.5,4.4,61.9,36.4,34.8,6.713239053
193.7,51199,54648,12.1,18.29893134,38.5,"Grady County, Oklahoma",2.7,56.4,38.9,37.7,4.3,64.5,42.9,32.2,4.518903132
174.4,49774,4523,12.3,0,44.2,"Grant County, Oklahoma",2.26,60.7,41.5,36,3.6,74.8,40.3,33.1,5.275498242
174.7,34872,6070,25.2,0,41.3,"Greer County, Oklahoma",2.3,45,31.8,37,4.4,61.4,34.7,38.6,9.857723577
223.9,33750,2788,24.8,0,41.1,"Harmon County, Oklahoma",2.35,57.6,47.7,26.6,8.7,56.8,24.7,45.3,4.99194847
159.7,49204,3754,10.6,0,39,"Harper County, Oklahoma",2.57,57.2,37.4,38.6,1.6,66,47,30.1,4.274611399
200,35313,12845,24.5,0,40,"Haskell County, Oklahoma",2.6,54.6,40.9,38.7,8.7,46,23.2,45.5,5.772811918
226.9,34837,13735,23.4,0,40.2,"Hughes County, Oklahoma",2.7,45.5,40.9,38,7.1,50.7,32.4,41.4,4.598628479
209.2,41370,25574,17.2,0,34.1,"Jackson County, Oklahoma",2.48,51.9,34,27.2,7.6,62.1,27.8,35.4,6.363038474
231.3,32645,6276,23,0,42.4,"Jefferson County, Oklahoma",2.5,52.4,55.6,44.8,6.5,48.6,29.1,43.9,6.331168831
215,35977,10980,20.1,0,40.6,"Johnston County, Oklahoma",2.58,49,34,35.5,6.7,46.8,20.3,44,5.684647303
203.1,41514,45366,18.2,0,38.8,"Kay County, Oklahoma",2.46,49.3,35.5,34,7.8,58.6,37.5,38.7,6.042169307
174.7,59525,15584,10,0,38.6,"Kingfisher County, Oklahoma",2.64,60.6,38.7,36.1,3.6,70.5,46.7,29.2,5.947846469
226.1,36699,9144,19.1,0,43,"Kiowa County, Oklahoma",2.31,54.1,51.8,34.7,5.5,57.1,29.8,42.3,3.922594142
191.7,35522,10483,20.7,0,39.3,"Latimer County, Oklahoma",2.5,54.8,30.5,34.4,7.8,54.2,34.3,38,7.799915218
214.4,36627,49605,24,0,39.7,"Le Flore County, Oklahoma",2.67,52.6,42.7,39.8,9.4,49.4,31.7,39.5,5.913091309
198.3,46083,35042,14.9,0,40.7,"Lincoln County, Oklahoma",2.58,56.8,44.3,39.5,7.1,60.2,38.4,37.1,5.677852349
160.2,55602,45996,13.8,21.74102096,38.5,"Logan County, Oklahoma",2.83,55.1,30.2,34.4,6,64.8,43.9,31,4.945382324
200.2,52662,9870,12.5,0,39.1,"Love County, Oklahoma",2.98,54.4,46.4,42.5,4,61.2,39.5,37.3,4.884922499
175,58392,38066,10.2,0,38.3,"McClain County, Oklahoma",2.74,60.9,41,34.7,3.9,71.2,49.8,28,5.778802962
202.4,34964,33048,20.9,0,39.1,"McCurtain County, Oklahoma",2.53,51.9,35.9,41.6,8.3,43,27.7,44.7,4.988383217
202.4,33450,19990,22.4,0,47.4,"McIntosh County, Oklahoma",2.38,56.2,42.4,38,10.8,50.6,24.7,49,5.188559858
182.3,54107,7771,11.8,0,41.6,"Major County, Oklahoma",2.49,62.2,32.4,41.2,5.4,69.1,40.8,34.6,5.897114178
196.9,38517,16232,18,0,43.1,"Marshall County, Oklahoma",2.64,54.7,34.7,35.1,7.6,51.7,22.1,45.1,8.040842374
202.5,41806,40887,17.6,0,39.3,"Mayes County, Oklahoma",2.56,55.4,43.7,37.5,7,55.1,35.3,39.8,5.739464467
203.3,43783,13936,15.1,0,41.3,"Murray County, Oklahoma",2.5,53.2,45.7,39.2,3.6,59.2,34.3,34.9,3.244147157
211.7,41015,69699,22.2,0,37.8,"Muskogee County, Oklahoma",2.53,48.9,40.8,35.8,8.2,52.4,34.5,39.3,6.694613026
181.6,46874,11554,13.4,0,40.7,"Noble County, Oklahoma",2.41,64,35.3,35.4,5.9,70.3,48.2,34.3,8.309915697
189.7,39706,10539,16.1,94.88566278,41.4,"Nowata County, Oklahoma",2.56,53.7,38.6,42.1,8.4,58.2,38.4,37.7,3.337783712
237.1,34172,12181,25,0,39.6,"Okfuskee County, Oklahoma",2.72,47,39.2,37.3,9.6,46.3,27.3,43.2,7.418397626
186.1,48226,776864,17.9,390.0296577,34.2,"Oklahoma County, Oklahoma",2.53,46.7,29.6,25.3,6,61.5,42,31.4,6.473896102
214.1,38183,39187,21.5,0,39.2,"Okmulgee County, Oklahoma",2.53,46.1,32.2,37,10.4,55.4,34.5,41.9,6.833686191
173.6,48014,47887,16.6,0,41.9,"Osage County, Oklahoma",2.55,54.2,40,41.9,7.1,62.9,41.6,36.3,4.078719282
229.7,35580,31981,22.1,0,38.5,"Ottawa County, Oklahoma",2.58,50.9,38.7,36.4,9.4,52.4,32.3,42.9,5.394016013
213.8,43476,16436,15.4,0,41.4,"Pawnee County, Oklahoma",2.6,55.7,49.4,42.3,6.3,59.8,38.3,38.1,5.987850738
177.4,41037,80850,23.7,86.58008658,27.2,"Payne County, Oklahoma",2.36,41.1,18.7,27.4,6.3,70.8,45.3,26,5.395731735
195.8,39900,44610,21.7,0,40.7,"Pittsburg County, Oklahoma",2.36,52.6,41.4,36.4,6.2,57,33.5,39,5.344522968
195.7,41423,38194,17.3,0,35.3,"Pontotoc County, Oklahoma",2.52,47.4,30.1,33.5,6.2,58,40,35,5.893866899
190,45710,71875,17.5,0,37.6,"Pottawatomie County, Oklahoma",2.61,51.3,34.2,35.5,6.8,59.6,39.1,36.5,5.802028117
226.4,32215,11183,23.1,0,44.8,"Pushmataha County, Oklahoma",2.34,53,41.6,39.2,10.6,43.1,25.4,46.9,5.050505051
153.2,56139,3788,12.3,0,40.6,"Roger Mills County, Oklahoma",2.8,54,20.5,39.7,0.8,71.2,47.2,27.9,2.822580645
174.5,56465,90802,10,0,38.8,"Rogers County, Oklahoma",2.64,59.6,36.9,33.1,5.5,72.8,52.7,27.8,5.259595862
208.9,35964,25548,24.7,0,39.7,"Seminole County, Oklahoma",2.7,48.8,35.2,36.2,8.4,49.4,32.5,40.7,6.579419147
214.9,35592,41153,27.9,0,39.9,"Sequoyah County, Oklahoma",2.64,52.7,38.5,39.5,9.8,45.5,29.1,42.7,6.132732926
189.1,42967,44581,15.5,0,40.1,"Stephens County, Oklahoma",0.0248,55.2,34.7,38.9,6.6,62.5,40,37.1,2.876060418
153.1,49780,21489,13.6,0,31.5,"Texas County, Oklahoma",2.93,54.9,29.4,28.4,3.5,65.5,50.3,22.9,4.818560381
166.1,35274,7515,23.8,0,40.5,"Tillman County, Oklahoma",2.4,52.4,38.2,35.8,7.1,53.7,33.1,43,6.093432634
183.9,50507,639242,14.8,231.5242115,35.3,"Tulsa County, Oklahoma",2.5,48.5,31,25.8,6.5,64.4,46.2,29.5,5.964154695
177.5,58921,76559,9.8,0,38.4,"Wagoner County, Oklahoma",2.74,57.5,39.3,35.3,6,67,47.1,31.3,4.655824075
185.2,49056,52021,13.9,0,40.5,"Washington County, Oklahoma",2.43,55,43.1,33.8,5.3,67.2,44.9,33.2,6.522329921
186.9,47391,11661,13.9,0,38.8,"Washita County, Oklahoma",2.46,60.5,31.7,40,3.5,67.3,46.7,30.9,5.586592179
125.3,48831,9304,14.3,0,33.9,"Woods County, Oklahoma",2.37,47.4,22.6,33.5,2.8,74.7,51,27.1,4.912663755
155.7,56067,21559,12.3,0,36.1,"Woodward County, Oklahoma",2.7,52.9,39.2,39.7,5.1,73.6,52.9,30.3,3.668042182
169.5,38966,16005,20.6,0,48.2,"Baker County, Oregon",2.16,56.3,36.4,31.8,10.1,61.9,33.4,45.6,9.370529328
155.6,54089,87572,18.9,148.449276,32.7,"Benton County, Oregon",2.4,44.2,13.1,14.9,8.6,75.4,51.4,28.5,3.454048815
160.2,65555,401515,9.5,249.0566978,41.3,"Clackamas County, Oregon",2.59,54.9,33.9,23.5,8.3,75.3,51.8,28.3,5.072389596
180.2,45132,37831,15.4,0,43.9,"Clatsop County, Oregon",2.32,51.3,27.5,26.3,7.6,62.4,35.1,40.8,5.997663248
185.7,57517,49600,12,20.16129032,42.9,"Columbia County, Oregon",2.6,53.9,36.6,33.8,9.8,69.1,46.8,35.5,4.225482912
200.3,39956,63121,19.8,269.3239968,48.1,"Coos County, Oregon",2.38,49.8,38.8,32.6,11.7,57.4,30.2,47.9,5.226215645
144.3,38155,21630,18.3,0,48.1,"Crook County, Oregon",2.29,59.1,40.8,37.8,13.5,56.9,30.7,49.4,6.462075848
189.8,40524,22483,17.1,0,54.6,"Curry County, Oregon",2.11,52.8,38,27.7,11.3,63.1,26.4,51.1,2.198107958
154.3,52387,175268,13.2,262.4552114,41.9,"Deschutes County, Oregon",2.49,54.6,28.3,22.9,9.4,64.4,37.2,35.8,4.744289032
189.2,41504,107685,19.9,9.286344431,46.9,"Douglas County, Oregon",2.41,52.2,32.9,32.1,12.2,56.8,32.6,49.1,5.54304604
174.2,51978,1859,11.7,0,48.2,"Gilliam County, Oregon",2.24,59,40.4,39.3,9.2,63.5,40.4,35.3,3.333333333
131.4,41304,7185,16.8,0,51.1,"Grant County, Oregon",2.26,53.9,39,32.3,9,60.7,30,47.7,8.146487294
162.7,36340,7200,21.3,138.8888889,46.2,"Harney County, Oregon",2.32,61.4,51.8,33.9,16.1,64.3,33.9,42.2,8.321273517
166.7,54063,23137,14.6,0,39.4,"Hood River County, Oregon",2.66,52.2,39.9,25.6,5.1,63.2,36.9,33.2,3.453598302
172.4,44835,212567,18.1,103.4967798,42.8,"Jackson County, Oregon",2.45,49.7,36.5,27.4,10.8,57.9,34.1,43.4,5.016549209
163.9,42753,22666,21.2,0,39.9,"Jefferson County, Oregon",2.76,47.9,33.2,29.5,14.4,53.8,32,43.3,6.839517211
199.7,37230,84745,20.6,59.000531,47.9,"Josephine County, Oregon",2.38,51.4,38.6,32.1,12.3,56.9,30.2,50.6,6.292364753
177.9,39234,66016,21.9,0,42.5,"Klamath County, Oregon",2.39,51.4,30.9,29.9,12.4,58.1,33.3,44.1,6.075036075
139.2,40328,7829,19.3,0,579.6,"Lake County, Oregon",2.08,52.6,54,33.4,10.6,54.7,29.9,48.3,2.9390681
169.1,44976,362895,18.4,286.5842737,39.3,"Lane County, Oregon",2.39,45.5,24.2,25,9.9,65.4,41.9,37,4.213583027
199.9,40226,47038,18.8,63.77822186,50.4,"Lincoln County, Oregon",2.22,52.6,47.4,28.1,7.9,56.3,28,46.3,4.839663945
